Company,Country,City,Duration (Mins),Distance (KM),Snow,Tourist_volume_of_cable_car,Cable car Price (SGD),Age_range,Is_Nature,Type_of_trip,is_citizen,PPP,normalized_PPP
Matterhorn Paradise - Zermatt - Furi,Switzerland,Zermatt,10,1.6,0,"2,000,000",14.25,2,0,0,1,84649.9399,1
Matterhorn Paradise - Zermatt - Schwarzsee,Switzerland,Zermatt,18,4.4,0,"2,000,000",53.98,2,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Schwarzsee,Switzerland,Zermatt,36,8.8,0,"2,000,000",82.47,2,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Schwarzsee,Switzerland,Zermatt,18,4.4,0,"2,000,000",26.99,0,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Schwarzsee,Switzerland,Zermatt,36,8.8,0,"2,000,000",41.23,4,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Schwarzsee,Switzerland,Zermatt,18,4.4,0,"2,000,000",26.99,2,0,1,1,84649.9399,1
Matterhorn Paradise - Zermatt - Schwarzsee,Switzerland,Zermatt,36,8.8,0,"2,000,000",41.23,2,0,0,1,84649.9399,1
Matterhorn Paradise - Zermatt - Riffelberg,Switzerland,Zermatt,23,3.1,0,"2,000,000",53.98,2,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Riffelberg,Switzerland,Zermatt,46,6.2,0,"2,000,000",82.47,2,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Riffelberg,Switzerland,Zermatt,23,3.1,0,"2,000,000",26.99,0,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Riffelberg,Switzerland,Zermatt,46,6.2,0,"2,000,000",41.23,4,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Riffelberg,Switzerland,Zermatt,23,3.1,0,"2,000,000",26.99,2,0,1,1,84649.9399,1
Matterhorn Paradise - Zermatt - Riffelberg,Switzerland,Zermatt,46,6.2,0,"2,000,000",41.23,2,0,0,1,84649.9399,1
Matterhorn Paradise - Zermatt - Trockener Steg,Switzerland,Zermatt,32,5.9,0,"2,000,000",70.48,2,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Trockener Steg,Switzerland,Zermatt,64,11.8,0,"2,000,000",107.97,2,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Trockener Steg,Switzerland,Zermatt,32,5.9,0,"2,000,000",35.24,0,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Trockener Steg,Switzerland,Zermatt,64,11.8,0,"2,000,000",54,4,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Trockener Steg,Switzerland,Zermatt,32,5.9,0,"2,000,000",35.24,2,0,1,1,84649.9399,1
Matterhorn Paradise - Zermatt - Trockener Steg,Switzerland,Zermatt,64,11.8,0,"2,000,000",54,2,0,0,1,84649.9399,1
Matterhorn Paradise - Zermatt - Matterhorn Glaceir Paradise ,Switzerland,Zermatt,40,8,0,"2,000,000",106,2,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Matterhorn Glaceir Paradise ,Switzerland,Zermatt,80,16,0,"2,000,000",163,2,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Matterhorn Glaceir Paradise ,Switzerland,Zermatt,40,8,0,"2,000,000",54,0,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Matterhorn Glaceir Paradise ,Switzerland,Zermatt,80,16,0,"2,000,000",82.5,4,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Matterhorn Glaceir Paradise ,Switzerland,Zermatt,40,8,0,"2,000,000",54,2,0,1,1,84649.9399,1
Matterhorn Paradise - Zermatt - Matterhorn Glaceir Paradise ,Switzerland,Zermatt,80,16,0,"2,000,000",82.5,2,0,0,1,84649.9399,1
Matterhorn Paradise - Zermatt - Testa Grigia ,Switzerland,Zermatt,50,9,0,"2,000,000",163,2,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Testa Grigia ,Switzerland,Zermatt,100,18,0,"2,000,000",244,2,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Testa Grigia ,Switzerland,Zermatt,50,9,0,"2,000,000",81.5,0,0,1,0,84649.9399,1
Matterhorn Paradise - Zermatt - Testa Grigia ,Switzerland,Zermatt,100,18,0,"2,000,000",122,4,0,0,0,84649.9399,1
Matterhorn Paradise - Zermatt - Testa Grigia ,Switzerland,Zermatt,50,9,0,"2,000,000",81.5,2,0,1,1,84649.9399,1
Matterhorn Paradise - Zermatt - Testa Grigia ,Switzerland,Zermatt,100,18,0,"2,000,000",122,2,0,0,1,84649.9399,1
Grindelwald-Mannlichen GGM  ,Switzerland,Bern,19,6.3,0,"478,000",51,2,0,1,0,84649.9399,1
Grindelwald-Mannlichen GGM  ,Switzerland,Bern,38,12.6,0,"478,000",102,2,0,0,0,84649.9399,1
Grindelwald-Mannlichen GGM  ,Switzerland,Bern,19,6.3,0,"478,000",25.5,0,0,1,0,84649.9399,1
Grindelwald-Mannlichen GGM  ,Switzerland,Bern,38,12.6,0,"478,000",51,4,0,0,0,84649.9399,1
Grindelwald-Mannlichen GGM  ,Switzerland,Bern,19,6.3,0,"478,000",25.5,2,0,1,1,84649.9399,1
Grindelwald-Mannlichen GGM  ,Switzerland,Bern,38,12.6,0,"478,000",51,2,0,0,1,84649.9399,1
Grindelwald - Holenstein,Switzerland,Bern,10,2.5,0,"478,000",27,2,0,1,0,84649.9399,1
Grindelwald - Holenstein,Switzerland,Bern,20,5,0,"478,000",54,2,0,0,0,84649.9399,1
Grindelwald - Holenstein,Switzerland,Bern,10,2.5,0,"478,000",13.5,0,0,1,0,84649.9399,1
Grindelwald - Holenstein,Switzerland,Bern,20,5,0,"478,000",27,4,0,0,0,84649.9399,1
Grindelwald - Holenstein,Switzerland,Bern,10,2.5,0,"478,000",13.5,2,0,1,1,84649.9399,1
Grindelwald - Holenstein,Switzerland,Bern,20,5,0,"478,000",27,2,0,0,1,84649.9399,1
Kleine Scheidegg – Grindelwald Grund,Switzerland,Bern,14,3,0,"478,000",105.9,2,0,0,0,84649.9399,1
Kleine Scheidegg – Grindelwald Grund,Switzerland,Bern,14,3,0,"478,000",52.4,4,0,0,0,84649.9399,1
Kleine Scheidegg – Grindelwald Grund,Switzerland,Bern,14,3,0,"478,000",52.4,2,0,0,1,84649.9399,1
Schynige Platte,Switzerland,Interlaken,30,5,0,"1,000,000",96,2,0,0,0,84649.9399,1
Schynige Platte,Switzerland,Interlaken,30,5,0,"1,000,000",48,0,0,0,0,84649.9399,1
Schynige Platte,Switzerland,Interlaken,30,5,0,"1,000,000",48,2,0,0,1,84649.9399,1
Gelmer Funicular,Switzerland,Guttannen ,12,2.3,0,"43,000",27,2,0,0,0,84649.9399,1
Gelmer Funicular,Switzerland,Guttannen ,24,4.6,0,"43,000",54,2,0,1,0,84649.9399,1
Gelmer Funicular,Switzerland,Guttannen ,12,2.3,0,"43,000",13.5,0,0,0,0,84649.9399,1
Gelmer Funicular,Switzerland,Guttannen ,24,4.6,0,"43,000",27,0,0,1,0,84649.9399,1
Gelmer Funicular,Switzerland,Guttannen ,12,2.3,0,"43,000",13.5,2,0,0,1,84649.9399,1
Gelmer Funicular,Switzerland,Guttannen ,24,4.6,0,"43,000",27,2,0,1,1,84649.9399,1
Mount Titlis Cable Car : Engelberg to Titli,Switzerland,Lucerne,30,3.02,0,"1,200,000",107.82,2,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Trubsee,Switzerland,Lucerne,30,3.02,0,"1,200,000",53.91,2,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Jochpass,Switzerland,Lucerne,30,3.02,0,"1,200,000",70.38,2,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Engstlenalp,Switzerland,Lucerne,30,3.02,0,"1,200,000",86.86,2,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Stand,Switzerland,Lucerne,30,3.02,0,"1,200,000",83.86,2,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Titlis,Switzerland,Lucerne,30,3.02,0,"1,200,000",103.33,2,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Trubsee,Switzerland,Lucerne,30,3.02,0,"1,200,000",38.94,2,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Jochpass,Switzerland,Lucerne,30,3.02,0,"1,200,000",50.92,2,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Engstlenalp,Switzerland,Lucerne,30,3.02,0,"1,200,000",62.9,2,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Stand,Switzerland,Lucerne,30,3.02,0,"1,200,000",59.9,2,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Titlis,Switzerland,Lucerne,30,3.02,0,"1,200,000",53.91,1,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Trubsee,Switzerland,Lucerne,30,3.02,0,"1,200,000",26.96,1,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Jochpass,Switzerland,Lucerne,30,3.02,0,"1,200,000",35.19,1,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Engstlenalp,Switzerland,Lucerne,30,3.02,0,"1,200,000",43.43,1,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Stand,Switzerland,Lucerne,30,3.02,0,"1,200,000",41.93,1,0,0,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Titlis,Switzerland,Lucerne,30,3.02,0,"1,200,000",51.67,1,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Trubsee,Switzerland,Lucerne,30,3.02,0,"1,200,000",19.47,1,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Jochpass,Switzerland,Lucerne,30,3.02,0,"1,200,000",25.46,1,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Engstlenalp,Switzerland,Lucerne,30,3.02,0,"1,200,000",31.45,1,0,1,1,84649.9399,1
Mount Titlis Cable Car: Engelberg to Stand,Switzerland,Lucerne,30,3.02,0,"1,200,000",29.95,1,0,1,1,84649.9399,1
Cable Car Taormina:  Taormina to the Mazzarò Bay ,Italy,Taormina,2,0.7,0,"3,950,000",8.75,2,0,1,0,52803.99726,0.5823458670076387
Cable Car Taormina:  Taormina to the Mazzarò Bay ,Italy,Taormina,4,1.4,0,"3,950,000",14.59,2,0,0,0,52803.99726,0.5823458670076387
Cable Car Taormina:  Taormina to the Mazzarò Bay ,Italy,Taormina,2,0.7,0,"3,950,000",8.75,2,0,1,1,52803.99726,0.5823458670076387
Cable Car Taormina:  Taormina to the Mazzarò Bay ,Italy,Taormina,4,1.4,0,"3,950,000",14.59,2,0,0,1,52803.99726,0.5823458670076387
Wellington Cable Car,New Zealand,Wellington,5,0.612,0,"1,470,000",8.91,2,0,1,0,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,10,1.224,0,"1,470,000",4.86,2,0,0,0,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,5,0.612,0,"1,470,000",5.45,1,1,1,0,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,10,1.224,0,"1,470,000",2.43,1,1,0,0,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,5,0.612,0,"1,470,000",8.91,2,0,1,1,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,10,1.224,0,"1,470,000",4.86,2,0,0,1,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,5,0.612,0,"1,470,000",5.45,1,1,1,1,52149.2369,0.5737587959813736
Wellington Cable Car,New Zealand,Wellington,10,1.224,0,"1,470,000",2.43,1,1,0,1,52149.2369,0.5737587959813736
Chamonix Cable Car,France,Charmonix,20,2.8,1,"500,000",81.73,2,0,1,0,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,40,5.6,1,"500,000",109.45,2,0,0,0,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,40,5.6,1,"500,000",93.11,3,0,0,0,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,40,5.6,1,"500,000",93.11,0,0,0,0,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,20,2.8,1,"500,000",69.47,3,0,1,0,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,20,2.8,1,"500,000",69.47,0,0,1,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",7.3,0,1,0,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",9.05,1,1,0,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",14.01,2,1,0,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",5.25,0,1,1,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",6.42,1,1,1,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",9.49,2,1,1,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",7.3,4,1,0,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",5.25,4,1,1,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",7.3,3,1,0,0,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",5.25,3,1,1,0,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,20,2.8,1,"500,000",81.73,2,0,1,1,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,40,5.6,1,"500,000",109.45,2,0,0,1,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,40,5.6,1,"500,000",93.11,3,0,0,1,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,40,5.6,1,"500,000",93.11,0,0,0,1,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,20,2.8,1,"500,000",69.47,3,0,1,1,55387.46458,0.6162276024403497
Chamonix Cable Car,France,Charmonix,20,2.8,1,"500,000",69.47,0,0,1,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",7.3,0,1,0,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",9.05,1,1,0,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",14.01,2,1,0,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",5.25,0,1,1,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",6.42,1,1,1,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",9.49,2,1,1,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",7.3,4,1,0,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",5.25,4,1,1,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,8,2.8,0,"325,000",7.3,3,1,0,1,55387.46458,0.6162276024403497
Grenoble bastille Cable Car,France,Grenoble,4,1.4,0,"325,000",5.25,3,1,1,1,55387.46458,0.6162276024403497
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",27.25,2,0,0,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",17.14,0,0,0,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",24.61,1,0,0,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",24.61,3,0,0,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",20.21,2,0,1,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",13.18,0,0,1,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",17.14,1,0,1,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",17.14,3,0,1,0,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,30,7.5,0,"27,000,000",54.55,2,0,1,0,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,30,7.5,0,"27,000,000",27.27,0,0,1,0,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,60,15,0,"27,000,000",81.82,2,0,0,0,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,60,15,0,"27,000,000",40.91,0,0,0,0,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",27.25,2,0,0,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",17.14,0,0,0,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",24.61,1,0,0,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,28,8.64,0,"13,900,000",24.61,3,0,0,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",20.21,2,0,1,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",13.18,0,0,1,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",17.14,1,0,1,1,63216.14922,0.7188994728399412
Arthurs Seat Eagle Gondola Mornington Peninsula,Australia,Melbourne ,14,4.32,0,"13,900,000",17.14,3,0,1,1,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,30,7.5,0,"27,000,000",54.55,2,0,1,1,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,30,7.5,0,"27,000,000",27.27,0,0,1,1,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,60,15,0,"27,000,000",81.82,2,0,0,1,63216.14922,0.7188994728399412
Skyrail Rainforest Cableway,Australia,Queensland,60,15,0,"27,000,000",40.91,0,0,0,1,63216.14922,0.7188994728399412
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",131,2,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",110,4,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",104,1,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",61,0,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",97,2,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",88,4,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",83,1,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",50,0,0,0,0,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",131,2,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",110,4,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",104,1,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,1,"3,000,000",61,0,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",97,2,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",88,4,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",83,1,0,0,1,58347.66961,0.6550501890546843
Peak 2 Peak Gondola,Canada,Whistler,11,4.4,0,"3,000,000",50,0,0,0,1,58347.66961,0.6550501890546843
Sugarloaf Cable Car,Brazil,Rio de Janeiro,3,0.85,0,"1,200,000",49.89,2,1,0,0,17827.64105,0.12363689137730625
Sugarloaf Cable Car,Brazil,Rio de Janeiro,3,0.85,0,"1,200,000",24.81,4,1,0,0,17827.64105,0.12363689137730625
Sugarloaf Cable Car,Brazil,Rio de Janeiro,3,0.85,0,"1,200,000",24.81,0,1,0,0,17827.64105,0.12363689137730625
Sugarloaf Cable Car,Brazil,Rio de Janeiro,3,0.85,0,"1,200,000",49.89,2,1,0,1,17827.64105,0.12363689137730625
Sugarloaf Cable Car,Brazil,Rio de Janeiro,3,0.85,0,"1,200,000",24.81,4,1,0,1,17827.64105,0.12363689137730625
Sugarloaf Cable Car,Brazil,Rio de Janeiro,3,0.85,0,"1,200,000",24.81,0,1,0,1,17827.64105,0.12363689137730625
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",12.78,0,1,0,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",25.56,2,1,0,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",8.52,4,1,0,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",17.75,1,1,0,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",9.23,0,1,1,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",17.04,2,1,1,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",4.97,4,1,1,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",10.65,1,1,1,0,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",12.78,0,1,0,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",25.56,2,1,0,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",8.52,4,1,0,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,4.5,1.2,0,"1,200,000",17.75,1,1,0,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",9.23,0,1,1,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",17.04,2,1,1,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",4.97,4,1,1,1,15920.42541,0.098624082
Table Mountain Aerial Cableway,South Africa,Cape Town,8,2.4,0,"1,200,000",10.65,1,1,1,1,15920.42541,0.098624082
Palm Springs Aerial Tramway,USA,Palm Springs,10,4.02,0,"4,100,000",41.78,2,0,1,0,76329.58227,0.8908799217241993
Palm Springs Aerial Tramway,USA,Palm Springs,10,4.02,0,"4,100,000",25.58,0,0,1,0,76329.58227,0.8908799217241993
Palm Springs Aerial Tramway,USA,Palm Springs,10,4.02,0,"4,100,000",39.08,4,0,1,0,76329.58227,0.8908799217241993
Jackson Hole Aerial Tram,USA,Jackson Hole,12,7.8,1,"1,600,000",67.5,2,0,1,0,76329.58227,0.8908799217241993
Jackson Hole Aerial Tram,USA,Jackson Hole,12,7.8,1,"1,600,000",43.2,0,0,1,0,76329.58227,0.8908799217241993
Jackson Hole Aerial Tram,USA,Jackson Hole,12,7.8,1,"1,600,000",54,4,0,1,0,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",83.7,2,0,1,0,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",58.05,0,0,1,0,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",75.6,4,0,1,0,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",97.2,2,0,1,0,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",67.5,0,0,1,0,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",87.75,4,0,1,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,30,8.6,0,"6,200,000",45.9,2,0,1,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,30,8.6,0,"6,200,000",32.4,0,0,1,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,30,8.6,0,"6,200,000",39.15,1,0,1,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,30,8.6,0,"6,200,000",39.15,4,0,1,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,15,4.3,0,"6,200,000",31.05,2,0,0,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,15,4.3,0,"6,200,000",31.05,0,0,0,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,15,4.3,0,"6,200,000",31.05,1,0,0,0,76329.58227,0.8908799217241993
Sandia Peak Tramway,USA,Albuquerque,15,4.3,0,"6,200,000",31.05,4,0,0,0,76329.58227,0.8908799217241993
Palm Springs Aerial Tramway,USA,Palm Springs,10,4.02,0,"4,100,000",41.78,2,0,1,1,76329.58227,0.8908799217241993
Palm Springs Aerial Tramway,USA,Palm Springs,10,4.02,0,"4,100,000",25.58,0,0,1,1,76329.58227,0.8908799217241993
Palm Springs Aerial Tramway,USA,Palm Springs,10,4.02,0,"4,100,000",39.08,4,0,1,1,76329.58227,0.8908799217241993
Jackson Hole Aerial Tram,USA,Jackson Hole,12,7.8,1,"1,600,000",67.5,2,0,1,1,76329.58227,0.8908799217241993
Jackson Hole Aerial Tram,USA,Jackson Hole,12,7.8,1,"1,600,000",43.2,0,0,1,1,76329.58227,0.8908799217241993
Jackson Hole Aerial Tram,USA,Jackson Hole,12,7.8,1,"1,600,000",54,4,0,1,1,76329.58227,0.8908799217241993
Palisades Tahoe Aerial Tram,USA,Olympic Valley,10,2.4,1,"3,200,000",83.7,2,0,1,1,76329.58227,0.8908799217241993
